date,ticker,close
2025-08-29,BND,73.80000305175781
2025-08-29,VTI,318.20001220703125
2025-08-29,VXUS,71.37000274658203
2025-09-02,BND,73.4000015258789
2025-09-02,VTI,315.989990234375
2025-09-02,VXUS,70.87000274658203
2025-09-03,BND,73.63999938964844
2025-09-03,VTI,317.3299865722656
2025-09-03,VXUS,71.0199966430664
2025-09-04,BND,73.91999816894531
2025-09-04,VTI,320.1400146484375
2025-09-04,VXUS,71.30999755859375
2025-09-05,BND,74.2699966430664
2025-09-05,VTI,319.54998779296875
2025-09-05,VXUS,71.77999877929688
2025-09-08,BND,74.51000213623047
2025-09-08,VTI,320.57000732421875
2025-09-08,VXUS,72.47000122070312
2025-09-09,BND,74.37000274658203
2025-09-09,VTI,320.9800109863281
2025-09-09,VXUS,72.37999725341797
2025-09-10,BND,74.5
2025-09-10,VTI,321.79998779296875
2025-09-10,VXUS,72.51000213623047
2025-09-11,BND,74.66000366210938
2025-09-11,VTI,324.7799987792969
2025-09-11,VXUS,73.33000183105469
2025-09-12,BND,74.56999969482422
2025-09-12,VTI,324.30999755859375
2025-09-12,VXUS,73.08999633789062
2025-09-15,BND,74.70999908447266
2025-09-15,VTI,325.8900146484375
2025-09-15,VXUS,73.66000366210938
2025-09-16,BND,74.72000122070312
2025-09-16,VTI,325.45001220703125
2025-09-16,VXUS,73.72000122070312
2025-09-17,BND,74.58999633789062
2025-09-17,VTI,325.1600036621094
2025-09-17,VXUS,73.66999816894531
2025-09-18,BND,74.4000015258789
2025-09-18,VTI,327.2099914550781
2025-09-18,VXUS,73.7300033569336
2025-09-19,BND,74.43000030517578
2025-09-19,VTI,328.44000244140625
2025-09-19,VXUS,73.12000274658203
2025-09-22,BND,74.29000091552734
2025-09-22,VTI,329.8599853515625
2025-09-22,VXUS,73.44000244140625
2025-09-23,BND,74.44000244140625
2025-09-23,VTI,328.0899963378906
2025-09-23,VXUS,73.33999633789062
2025-09-24,BND,74.29000091552734
2025-09-24,VTI,326.8900146484375
2025-09-24,VXUS,72.91000366210938
2025-09-25,BND,74.20999908447266
2025-09-25,VTI,325.1400146484375
2025-09-25,VXUS,72.48999786376953
2025-09-26,BND,74.20999908447266
2025-09-26,VTI,327.17999267578125
2025-09-26,VXUS,72.75
2025-09-29,BND,74.4000015258789
2025-09-29,VTI,327.1000061035156
2025-09-29,VXUS,73.13999938964844
2025-09-30,BND,74.37000274658203
2025-09-30,VTI,328.1700134277344
2025-09-30,VXUS,73.45999908447266
2025-10-01,BND,74.31999969482422
2025-10-01,VTI,329.30999755859375
2025-10-01,VXUS,73.97000122070312
2025-10-02,BND,74.4000015258789
2025-10-02,VTI,329.7900085449219
2025-10-02,VXUS,74.11000061035156
2025-10-03,BND,74.30999755859375
2025-10-03,VTI,329.9700012207031
2025-10-03,VXUS,74.66000366210938
2025-10-06,BND,74.13999938964844
2025-10-06,VTI,331.2099914550781
2025-10-06,VXUS,74.81999969482422
2025-10-07,BND,74.27999877929688
2025-10-07,VTI,329.6199951171875
2025-10-07,VXUS,74.23999786376953
2025-10-08,BND,74.27999877929688
2025-10-08,VTI,331.80999755859375
2025-10-08,VXUS,74.52999877929688
2025-10-09,BND,74.2300033569336
2025-10-09,VTI,330.6600036621094
2025-10-09,VXUS,73.87999725341797
2025-10-10,BND,74.5199966430664
